inst_name,state_abbr,city,county_name,enrollment_men,enrollment_women,enrollment_total,ath_classification_code
University of Wisconsin-Madison,WI,Madison,Dane County,15022.0,16862.0,31884.0,1.0
University of Wisconsin-Milwaukee,WI,Milwaukee,Milwaukee County,7125.0,8544.0,15669.0,3.0
University of Wisconsin-Platteville,WI,Platteville,Grant County,3471.0,1989.0,5460.0,6.0
University of Wisconsin-River Falls,WI,River Falls,Pierce County,1436.0,2850.0,4286.0,6.0
University of Wisconsin-Stevens Point,WI,Stevens Point,Portage County,2840.0,3560.0,6400.0,6.0
Casper College,WY,Casper,Natrona County,592.0,897.0,1489.0,12.0
Central Wyoming College,WY,Riverton,Fremont County,199.0,319.0,518.0,12.0
Eastern Wyoming College,WY,Torrington,Goshen County,153.0,208.0,361.0,12.0
Laramie County Community College,WY,Cheyenne,Laramie County,516.0,813.0,1329.0,12.0
Northwest College,WY,Powell,Park County,261.0,363.0,624.0,12.0
Northern Wyoming Community College District,WY,Sheridan,Sheridan County,462.0,615.0,1077.0,8.0
Western Wyoming Community College,WY,Rock Springs,Sweetwater County,389.0,471.0,860.0,12.0
Cheeks Beauty Academy,WY,Cheyenne,Laramie County,,,,
WyoTech,WY,Laramie,Albany County,,,,
University of Wyoming,WY,Laramie,Albany County,3598.0,3776.0,7374.0,1.0
American Samoa Community College,AS,Pago Pago,Western District,,,,
Guam Community College,GU,Mangilao,Guam,,,,
University of Guam,GU,Mangilao,Guam,,,,
Northern Marianas College,MP,Saipan,Saipan Municipality,,,,
Institute of Beauty Careers,PR,Arecibo,Arecibo Municipio,,,,
Educational Technical College-Recinto de Bayamon,PR,BAYAMON,Bayamón Municipio,,,,
American University of Puerto Rico,PR,Bayamon,Bayamón Municipio,101.0,88.0,189.0,8.0
American University of Puerto Rico,PR,Manati,Manatí  Municipio,,,,
American Educational College,PR,Bayamon,Bayamón Municipio,,,,
Antilles School of Technical Careers,PR,San Juan,San Juan Municipio,,,,
Universidad Adventista de las Antillas,PR,Mayaguez,Mayagüez Municipio,,,,
Atlantic University College,PR,Guaynabo,Guaynabo Municipio,,,,
Universidad Central de Bayamon,PR,Bayamón,Bayamón Municipio,162.0,373.0,535.0,8.0
Columbia Central University-Caguas,PR,Caguas,Caguas Municipio,,,,
Albizu University-San Juan,PR,San Juan,San Juan Municipio,,,,
Caribbean University-Bayamon,PR,Bayamon,Bayamón Municipio,174.0,211.0,385.0,8.0
Caribbean University-Carolina,PR,Carolina,Carolina Municipio,,,,
Pontifical Catholic University of Puerto Rico-Arecibo,PR,Arecibo,Arecibo Municipio,,,,
Pontifical Catholic University of Puerto Rico-Ponce,PR,Ponce,Ponce Municipio,1283.0,2457.0,3740.0,8.0
CEM College-San Juan,PR,San Juan,San Juan Municipio,,,,
Universidad Teologica del Caribe,PR,Trujillo Alto,Trujillo Alto Municipio,,,,
Colegio Universitario de San Juan,PR,San Juan,San Juan Municipio,,,,
Universidad Ana G. Mendez-Cupey Campus,PR,San Juan,San Juan Municipio,1141.0,2506.0,3647.0,8.0
Conservatory of Music of Puerto Rico,PR,San Juan,San Juan Municipio,,,,
Center for Advanced Studies On Puerto Rico and the Caribbean,PR,San Juan,San Juan Municipio,,,,
EDP University of Puerto Rico Inc-San Sebastian,PR,San Sebastian,San Sebastián Municipio,,,,
Emma's Beauty Academy-Mayaguez,PR,Mayaguez,Mayagüez Municipio,,,,
Escuela de Artes Plasticas y Diseno de Puerto Rico,PR,San Juan,San Juan Municipio,,,,
Instituto Tecnologico de Puerto Rico-Recinto de Manati,PR,Manati,Manatí  Municipio,,,,
Sistema Universitario Ana G. Mendez,PR,Rio Piedras,San Juan Municipio,,,,
Huertas College,PR,Caguas,Caguas Municipio,,,,
Humacao Community College,PR,Humacao,Humacao Municipio,,,,
ICPR Junior College-Arecibo,PR,Arecibo,Arecibo Municipio,,,,
ICPR Junior College-Mayaguez,PR,Mayaguez,Mayagüez Municipio,,,,
Richport Technical College,LA,Baton Rouge,East Baton Rouge Parish,,,,
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,PR,Guayama,Guayama Municipio,,,,
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,PR,Ponce,Ponce Municipio,,,,
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,PR,San Juan,San Juan Municipio,,,,
Inter American University of Puerto Rico-San German,PR,San German,San Germán Municipio,1006.0,1301.0,2307.0,8.0
Inter American University of Puerto Rico-Aguadilla,PR,Aguadilla,Aguadilla Municipio,,,,
Inter American University of Puerto Rico-Arecibo,PR,Arecibo,Arecibo Municipio,,,,
Inter American University of Puerto Rico-Barranquitas,PR,Barranquitas,Barranquitas Municipio,,,,
Inter American University of Puerto Rico-Metro,PR,San Juan,San Juan Municipio,,,,
Inter American University of Puerto Rico-Ponce,PR,Mercedita,Ponce Municipio,,,,
Inter American University of Puerto Rico-Central Office,PR,San Juan,San Juan Municipio,,,,
Inter American University of Puerto Rico-Fajardo,PR,Fajardo,Fajardo Municipio,,,,
Inter American University of Puerto Rico-Guayama,PR,Guayama,Guayama Municipio,,,,
Inter American University of Puerto Rico-Bayamon,PR,Bayamon,Bayamón Municipio,,,,
Inter American University of Puerto Rico-School of Law,PR,San Juan,San Juan Municipio,,,,
International Technical College,PR,San Juan,San Juan Municipio,,,,
Liceo de Arte y Tecnologia,PR,San Juan,San Juan Municipio,,,,
Modern Hairstyling Institute-Bayamon,PR,Bayamon,Bayamón Municipio,,,,
Modern Hairstyling Institute-Arecibo,PR,Arecibo,Arecibo Municipio,,,,
NUC University,PR,Bayamon,Bayamón Municipio,,,,
Ponce Health Sciences University,PR,Ponce,Ponce Municipio,,,,
University of Puerto Rico-Aguadilla,PR,Aguadilla,Aguadilla Municipio,839.0,1136.0,1975.0,8.0
University of Puerto Rico-Arecibo,PR,Arecibo,Arecibo Municipio,1043.0,1793.0,2836.0,8.0
University of Puerto Rico-Bayamon,PR,Bayamon,Bayamón Municipio,1459.0,1419.0,2878.0,5.0
University of Puerto Rico-Carolina,PR,Carolina,Carolina Municipio,632.0,1167.0,1799.0,8.0
University of Puerto Rico-Cayey,PR,Cayey,Cayey Municipio,730.0,1541.0,2271.0,8.0
University of Puerto Rico-Central Administration,PR,San Juan,San Juan Municipio,,,,
University of Puerto Rico-Humacao,PR,Humacao,Humacao Municipio,857.0,1709.0,2566.0,8.0
University of Puerto Rico-Utuado,PR,Utuado,Utuado Municipio,195.0,216.0,411.0,8.0
University of Puerto Rico-Mayaguez,PR,Mayaguez,Mayagüez Municipio,5474.0,4558.0,10032.0,5.0
University of Puerto Rico-Medical Sciences,PR,San Juan,San Juan Municipio,,,,
University of Puerto Rico at Ponce,PR,Ponce,Ponce Municipio,894.0,1168.0,2062.0,8.0
University of Puerto Rico-Rio Piedras,PR,San Juan,San Juan Municipio,3189.0,5723.0,8912.0,5.0
Universidad Ana G. Mendez-Carolina Campus,PR,Carolina,Carolina Municipio,,,,
Universidad del Sagrado Corazon,PR,Santurce,San Juan Municipio,1028.0,1956.0,2984.0,8.0
Seminario Evangelico de Puerto Rico,PR,San Juan,San Juan Municipio,,,,
Universidad Central Del Caribe,PR,Bayamon,Bayamón Municipio,,,,
Universidad Politecnica de Puerto Rico,PR,Hato Rey,San Juan Municipio,1206.0,504.0,1710.0,8.0
Pontifical Catholic University of Puerto Rico-Mayaguez,PR,Mayaguez,Mayagüez Municipio,,,,
Universidad Ana G. Mendez-Gurabo Campus,PR,Gurabo,Gurabo Municipio,,,,
College of Micronesia-FSM,FM,Pohnpei, ,,,,
Palau Community College,PW,Koror, ,,,,
University of the Virgin Islands,VI,Charlotte Amalie,St. Thomas Island,247.0,628.0,875.0,10.0
Stanford University,CA,Stanford,Santa Clara County,3778.0,3867.0,7645.0,1.0
Purdue University-Main Campus,IN,West Lafayette,Tippecanoe County,20785.0,15087.0,35872.0,1.0
Blue Hills Regional Technical School,MA,Canton,Norfolk County,,,,
Parker University,TX,Dallas,Dallas County,,,,
EDP University of Puerto Rico Inc-San Juan,PR,San Juan,San Juan Municipio,,,,
ICPR Junior College,PR,Hato Rey,San Juan Municipio,,,,
City College-Fort Lauderdale,FL,Fort Lauderdale,Broward County,,,,
Meridian College,FL,Sarasota,Sarasota County,,,,
Georgia State University-Perimeter College,GA,Atlanta,Fulton County,,,,
Georgia Piedmont Technical College,GA,Clarkston,DeKalb County,,,,
ETI School of Skilled Trades,IL,Willowbrook,DuPage County,,,,
Traxlers School of Hair,MS,Jackson,Hinds County,,,,
Warren County Community College,NJ,Washington,Warren County,,,,
St. John's College,NM,Santa Fe,Santa Fe County,,,,
Bais Medrash Elyon,NY,Monsey,Rockland County,,,,
Antioch University-Los Angeles,CA,Culver City,Los Angeles County,,,,
Antioch University-Santa Barbara,CA,Santa Barbara,Santa Barbara County,,,,
Antioch University-New England,NH,Keene,Cheshire County,,,,
Antioch University-Seattle,WA,Seattle,King County,,,,
Antioch University,OH,Yellow Springs,Greene County,,,,
Mid-America Christian University,OK,Oklahoma City,Cleveland County,409.0,746.0,1155.0,9.0
Miller-Motte College-Platt College-Tulsa,OK,Tulsa,Tulsa County,,,,
Ponca City Beauty College,OK,Ponca City,Kay County,,,,
Francis Tuttle Technology Center,OK,Oklahoma City,Oklahoma County,,,,
Central Technology Center,OK,Drumright,Creek County,,,,
Carrington College-Portland,OR,Portland,Multnomah County,,,,
Career Technology Center of Lackawanna County,PA,Scranton,Lackawanna County,,,,
Houston Graduate School of Theology,TX,Houston,Harris County,,,,
Palo Alto College,TX,San Antonio,Bexar County,,,,
Sebring Career Schools-Huntsville,TX,Huntsville,Walker County,,,,
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,TX,San Antonio,Bexar County,,,,
Central Texas Beauty College-Round Rock,TX,Round Rock,Williamson County,,,,
Unification Theological Seminary,NY,New York,New York County,,,,
Athens Technical College,GA,Athens,Clarke County,,,,
GateWay Community College-Central City,AZ,Phoenix,Maricopa County,,,,
Carrington College-San Leandro Campus,CA,San Leandro,Alameda County,,,,
Headmasters School of Hair Design,ID,Lewiston,Nez Perce County,,,,
The Salon Professional Academy-Nampa,ID,Nampa,Canyon County,,,,
Beckfield College-Florence,KY,Florence,Boone County,,,,
University of Louisiana-System Administration,LA,Baton Rouge,East Baton Rouge Parish,,,,
Dorsey College-Wayne,MI,Wayne,Wayne County,,,,
Ecumenical Theological Seminary,MI,Detroit,Wayne County,,,,
Ross Medical Education Center-Saginaw,MI,Saginaw,Saginaw County,,,,
Sussex County Community College,NJ,Newton,Sussex County,634.0,489.0,1123.0,14.0
Landmark College,VT,Putney,Windham County,,,,
Mississippi Community College Board,MS,Jackson,Hinds County,,,,
Yeshiva Gedolah of Greater Detroit,MI,Oak Park,Oakland County,,,,
Austin Graduate School of Theology,TX,Austin,Travis County,,,,
Collin County Community College District,TX,McKinney,Collin County,5181.0,4962.0,10143.0,12.0
Owensboro Community and Technical College,KY,Owensboro,Daviess County,,,,
Allure Beauty College,KY,Whitesburg,Letcher County,,,,
Cloyd's Beauty School 3 Inc,LA,Monroe,Ouachita Parish,,,,
Moore Norman Technology Center,OK,Norman,Cleveland County,,,,
Fayette County Career & Technical Institute Practical Nursing Program,PA,Uniontown,Fayette County,,,,
Franklin County Career and Technology Center,PA,Chambersburg,Franklin County,,,,
Paul Mitchell the School-Knoxville,TN,Knoxville,Knox County,,,,
Ogle School Hair Skin Nails-Hurst,TX,Hurst,Tarrant County,,,,
Tennessee College of Applied Technology Nashville,TN,Nashville,Davidson County,,,,
ECPI University,VA,Virginia Beach,Virginia Beach City,,,,
Ms Roberts Academy of Beauty Culture,IL,Hillside,Cook County,,,,
Paul Mitchell the School-Houston,TX,Houston,Harris County,,,,
TDDS Technical Institute,OH,Lake Milton,Mahoning County,,,,
Fortis Institute-Forty Fort,PA,Forty Fort,Luzerne County,,,,
Laurel Business Institute,PA,Uniontown,Fayette County,,,,
Aviation Institute of Maintenance-Philadelphia,PA,Philadelphia,Philadelphia County,,,,
Dorsey College-Roseville,MI,Roseville,Macomb County,,,,
Moler-Pickens Beauty Academy,OH,Fairfield,Butler County,,,,
Red River Technology Center,OK,Duncan,Stephens County,,,,
Southern Union State Community College,AL,Wadley,Randolph County,1042.0,1085.0,2127.0,12.0
South University-Columbia,SC,Columbia,Richland County,,,,
Clinton Technical School,MO,Clinton,Henry County,,,,
Greene County Career and Technology Center,PA,Waynesburg,Greene County,,,,
Lac Courte Oreilles Ojibwe College,WI,Hayward,Sawyer County,,,,
Diesel Driving Academy-Shreveport,LA,Shreveport,Caddo Parish,,,,
Pima Medical Institute-Mesa,AZ,Mesa,Maricopa County,,,,
Platt College-Los Angeles,CA,Alhambra,Los Angeles County,,,,
Platt College-Aurora,CO,Aurora,Arapahoe County,,,,
Paul Mitchell the School-Boise,ID,Boise,Ada County,,,,
Educators of Beauty College of Cosmetology-Rockford,IL,Rockford,Winnebago County,,,,
Northwestern College,IL,Bridgeview,Cook County,,,,
Douglas J Aveda Institute,MI,East Lansing,Ingham County,,,,
Ross Medical Education Center-Brighton,MI,Brighton,Livingston County,,,,
Ross Medical Education Center-Ann Arbor,MI,Ann Arbor,Washtenaw County,,,,
Taylortown School of Beauty Inc,MI,Taylor,Wayne County,,,,
Pike-Lincoln Technical Center,MO,Eolia,Pike County,,,,
West Virginia Junior College-United Career Institute,PA,Mount Braddock,Fayette County,,,,
Bethel Seminary-San Diego,CA,San Diego,San Diego County,,,,
St Charles Community College,MO,Cottleville,St. Charles County,1341.0,1726.0,3067.0,12.0
University of Massachusetts Global,CA,Irvine,Orange County,,,,
New College of Florida,FL,Sarasota,Sarasota County,,,,
Montana Bible College,MT,Bozeman,Gallatin County,,,,
Conservatory of Recording Arts and Sciences,AZ,Tempe,Maricopa County,,,,
Adrian's Beauty College of Turlock,CA,Turlock,Stanislaus County,,,,
California Career School,CA,Anaheim,Orange County,,,,
San Joaquin Valley College-Fresno,CA,Fresno,Fresno County,,,,
Dr. Ida Rolf Institute,CO,Boulder,Boulder County,,,,
Sunstate Academy,FL,Fort Myers,Lee County,,,,
Elizabeth Grady School of Esthetics and Massage Therapy,MA,Medford,Middlesex County,,,,
Ross Medical Education Center-Port Huron,MI,Port Huron,St. Clair County,,,,
Capri Institute of Hair Design-Clifton,NJ,Clifton,Passaic County,,,,
Raphael's School of Beauty Culture Inc-Alliance,OH,Alliance,Stark County,,,,
Metro Technology Centers,OK,Oklahoma City,Oklahoma County,,,,
Hussian College-Daymar College Bowling Green,KY,Bowling Green,Warren County,,,,
Luna Community College,NM,Las Vegas,San Miguel County,105.0,161.0,266.0,12.0
Grabber School of Hair Design,MO,St. Louis,St. Louis County,,,,
Yeshivah Gedolah Rabbinical College,FL,Miami Beach,Miami-Dade County,,,,
University of the District of Columbia-David A Clarke School of Law,DC,Washington,District of Columbia,,,,
Raphael's School of Beauty Culture Inc-Brunswick,OH,Brunswick,Medina County,,,,
Caribbean University-Ponce,PR,Ponce,Ponce Municipio,,,,
Caribbean University-Vega Baja,PR,Vega Baja,Vega Baja Municipio,,,,
University of Advancing Technology,AZ,Tempe,Maricopa County,,,,
Paradise Valley Community College,AZ,Phoenix,Maricopa County,839.0,753.0,1592.0,8.0
Chandler-Gilbert Community College,AZ,Chandler,Maricopa County,1528.0,1459.0,2987.0,13.0
Great Plains Technology Center,OK,Lawton,Comanche County,,,,
Roane-Jackson Technical Center,WV,Leroy,Jackson County,,,,
Pioneer Technology Center,OK,Ponca City,Kay County,,,,
Portage Lakes Career Center,OH,Uniontown,Summit County,,,,
Eastern College of Health Vocations-New Orleans,LA,New Orleans,Jefferson Parish,,,,
Bell Mar Beauty College,IL,Cicero,Cook County,,,,
Caddo Kiowa Technology Center,OK,Fort Cobb,Caddo County,,,,
"Center for Instruction, Technology & Innovation",NY,Mexico,Oswego County,,,,
International School of Skin Nailcare & Massage Therapy,GA,Atlanta,Fulton County,,,,
Palomar Institute of Cosmetology,CA,San Marcos,San Diego County,,,,
Southern Oklahoma Technology Center,OK,Ardmore,Carter County,,,,
Vista College,TX,El Paso,El Paso County,,,,
Autry Technology Center,OK,Enid,Garfield County,,,,
Greene County Career Center,OH,Xenia,Greene County,,,,
Canadian Valley Technology Center,OK,El Reno,Canadian County,,,,
Wilkes-Barre Area Career and Technical Center Practical Nursing,PA,Wilkes Barre,Luzerne County,,,,
Meridian Technology Center,OK,Stillwater,Payne County,,,,
Waynesville Career Center,MO,Waynesville,Pulaski County,,,,
Capitol School of Hairstyling and Esthetics,NE,Omaha,Douglas County,,,,
Morris County Vocational School District,NJ,Denville,Morris County,,,,
Ross Medical Education Center-Roosevelt Park,MI,Roosevelt Park,Muskegon County,,,,
Ross Medical Education Center-Kentwood,MI,Kentwood,Kent County,,,,
South Florida Bible College and Theological Seminary,FL,Deerfield Beach,Broward County,,,,
Cloyd's Barber School 2 Inc,LA,Monroe,Ouachita Parish,,,,
Universal Technical Institute of Illinois Inc,IL,Lisle,DuPage County,,,,
Pennsylvania College of Technology,PA,Williamsport,Lycoming County,2433.0,1047.0,3480.0,7.0
Commonwealth Institute of Funeral Service,TX,Houston,Harris County,,,,
Delta College of Arts & Technology,LA,Baton Rouge,East Baton Rouge Parish,,,,
InterCoast Colleges-Santa Ana,CA,Santa Ana,Orange County,,,,
Stone Child College,MT,Box Elder,Chouteau County,,,,
New York Academy of Art,NY,New York,New York County,,,,
Suffolk County Community College,NY,Selden,Suffolk County,4355.0,4823.0,9178.0,14.0
Las Positas College,CA,Livermore,Alameda County,1095.0,1080.0,2175.0,17.0
Blades School of Hair Design,MD,California,St. Mary's County,,,,
Ogeechee Technical College,GA,Statesboro,Bulloch County,,,,
Remington College-Mobile Campus,AL,Mobile,Mobile County,,,,
Southern Technical College,FL,Fort Myers,Lee County,,,,
Mercy-St Luke's School of Radiologic Technology,IA,Cedar Rapids,Linn County,,,,
Southwest Acupuncture College-Santa Fe,NM,Santa Fe,Santa Fe County,,,,
Northwest Technology Center-Alva,OK,Alva,Woods County,,,,
Mercer County Career Center,PA,Mercer,Mercer County,,,,
California State University-San Marcos,CA,San Marcos,San Diego County,4553.0,7559.0,12112.0,5.0
Hairmasters Institute of Cosmetology,IL,Bloomington,McLean County,,,,
Tricoci University of Beauty Culture LLC-Bloomington,IN,Bloomington,Monroe County,,,,
Interactive College of Technology-Newport,KY,Newport,Campbell County,,,,
Miller-Motte College-McCann-Monroe,LA,Monroe,Ouachita Parish,,,,
Ross Medical Education Center-Taylor,MI,Taylor,Wayne County,,,,
National Tractor Trailer School Inc-Liverpool,NY,Liverpool,Onondaga County,,,,
Interactive College of Technology,TX,Houston,Harris County,,,,
Butler Beauty Academy-New Castle Beauty Academy,PA,New Castle,Lawrence County,,,,
